#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-07 21:08:51
2017-04-08 05:25:42 118.67.248.120 POST /blog/xmlrpc.php - 80 - 201.63.179.170 Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10.6;+fr;+rv:1.9.2.8)+Gecko/20100722+Firefox/3.6.8 404 0 64 1033
2017-04-08 05:25:43 118.67.248.120 POST /xmlrpc.php - 80 - 201.63.179.170 Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10.6;+fr;+rv:1.9.2.8)+Gecko/20100722+Firefox/3.6.8 404 0 64 1393
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-08 06:13:42
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status time-taken
2017-04-08 06:13:42 118.67.248.120 GET /robots.txt - 80 - 123.125.67.221 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/45.0.2454.93+Safari/537.36 404 0 64 425
2017-04-08 06:17:39 118.67.248.120 GET /homeecraft-brochure-2016.pdf - 80 - 123.125.71.49 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) 200 0 0 144683
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-08 06:56:14
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status time-taken
2017-04-08 06:56:13 118.67.248.120 GET /assets/js/jquery.mobile.customized.min.js - 80 - 180.76.15.146 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) 200 0 0 393
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-08 07:30:28
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status time-taken
2017-04-08 07:30:27 118.67.248.120 GET /wp-content/plugins/gallery-slider/readme.txt - 80 - 192.151.152.122 Mozilla/5.0+(Windows+NT+6.1;+Trident/7.0;+rv:11.0)+like+Gecko 404 0 2 773
2017-04-08 07:30:28 118.67.248.120 GET /wp-content/plugins/seo-keyword-page/readme.txt - 80 - 192.151.152.122 Mozilla/5.0+(Windows+NT+6.1;+Trident/7.0;+rv:11.0)+like+Gecko 404 0 2 258
2017-04-08 07:30:35 118.67.248.120 GET /wp-content/plugins/wp-handy-lightbox/readme.txt - 80 - 192.151.152.122 Mozilla/5.0+(Windows+NT+6.1;+Trident/7.0;+rv:11.0)+like+Gecko 404 0 2 263
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-08 08:53:45
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status time-taken
2017-04-08 08:53:44 118.67.248.120 GET /images/img6501203.jpg - 80 - 37.110.214.1 Mozilla/5.0+(Linux;+Android+4.4.2;+SM-G900H+Build/KOT49H)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/49.0.2623.105+Mobile+Safari/537.36 200 0 64 1347
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-08 09:30:24
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status time-taken
2017-04-08 09:30:24 118.67.248.120 GET /robots.txt - 80 - 141.8.142.26 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) 404 0 2 1660
2017-04-08 09:30:24 118.67.248.120 GET /robots.txt - 80 - 95.108.179.21 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) 404 0 2 1848
2017-04-08 09:30:26 118.67.248.120 GET / - 80 - 141.8.142.26 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) 200 0 0 494
2017-04-08 09:30:26 118.67.248.120 GET / - 80 - 95.108.179.21 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) 200 0 0 373
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-08 09:55:51
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status time-taken
2017-04-08 09:55:50 118.67.248.120 GET /gallery.html - 80 - 163.172.66.128 Mozilla/5.0+(compatible;+AhrefsBot/5.2;++http://ahrefs.com/robot/) 200 0 0 1001
2017-04-08 09:56:09 118.67.248.120 GET /robots.txt - 80 - 151.80.39.10 Mozilla/5.0+(compatible;+AhrefsBot/5.2;++http://ahrefs.com/robot/) 404 0 2 318
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-08 12:04:15
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status time-taken
2017-04-08 12:04:15 118.67.248.120 GET / - 80 - 65.208.151.119 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1921
2017-04-08 12:04:51 118.67.248.120 GET /homeecraft-brochure-2016.pdf - 80 - 65.208.151.114 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 6837
2017-04-08 12:06:10 118.67.248.120 GET /index.html - 80 - 65.208.151.119 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1828
2017-04-08 12:08:02 118.67.248.120 GET /wallpapers.html - 80 - 65.208.151.113 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1164
2017-04-08 12:09:42 118.67.248.120 GET /projects.html - 80 - 65.208.151.114 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1813
2017-04-08 12:11:48 118.67.248.120 GET /contact.html - 80 - 65.208.151.112 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1074
2017-04-08 12:13:37 118.67.248.120 GET /price.html - 80 - 65.208.151.115 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1159
2017-04-08 12:15:09 118.67.248.120 GET /about.html - 80 - 65.208.151.117 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1060
2017-04-08 12:16:13 118.67.248.120 GET /assets/css/bootstrap-theme.css - 80 - 65.208.151.119 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1144
2017-04-08 12:17:26 118.67.248.120 GET /assets/js/modernizr-latest.js - 80 - 65.208.151.116 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 2520
2017-04-08 12:18:52 118.67.248.120 GET /assets/images/news4.jpg - 80 - 65.208.151.115 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1979
2017-04-08 12:19:55 118.67.248.120 GET /assets/images/news3.jpg - 80 - 65.208.151.115 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 2328
2017-04-08 12:20:39 118.67.248.120 GET /assets/images/news2.jpg - 80 - 65.208.151.112 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1864
2017-04-08 12:21:41 118.67.248.120 GET /assets/css/font-awesome.min.css - 80 - 65.208.151.118 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1351
2017-04-08 12:22:20 118.67.248.120 GET /assets/js/bootstrap.min.js - 80 - 65.208.151.119 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1345
2017-04-08 12:22:58 118.67.248.120 GET /assets/css/camera.css - 80 - 65.208.151.117 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1569
2017-04-08 12:23:49 118.67.248.120 GET /assets/js/camera.min.js - 80 - 65.208.151.118 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1477
2017-04-08 12:24:29 118.67.248.120 GET /assets/css/bootstrap.min.css - 80 - 65.208.151.118 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 2115
2017-04-08 12:25:37 118.67.248.120 GET /assets/js/custom.js - 80 - 65.208.151.119 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 386
2017-04-08 12:26:18 118.67.248.120 GET /assets/images/favicon.png - 80 - 65.208.151.117 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1292
2017-04-08 12:26:50 118.67.248.120 GET /assets/images/logo.png - 80 - 65.208.151.115 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 697
2017-04-08 12:27:24 118.67.248.120 GET /assets/js/jquery.mobile.customized.min.js - 80 - 65.208.151.112 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1040
2017-04-08 12:28:36 118.67.248.120 GET /assets/css/style.css - 80 - 65.208.151.118 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1255
2017-04-08 12:29:07 118.67.248.120 GET /assets/js/fancybox/jquery.fancybox.pack.js - 80 - 65.208.151.115 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1290
2017-04-08 12:30:19 118.67.248.120 GET /assets/js/jquery.min.js - 80 - 65.208.151.116 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 2263
2017-04-08 12:30:50 118.67.248.120 GET /assets/js/jquery.easing.1.3.js - 80 - 65.208.151.118 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1090
2017-04-08 12:31:50 118.67.248.120 GET /assets/js/testurl - 80 - 65.208.151.118 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 404 0 2 588
2017-04-08 12:32:52 118.67.248.120 GET /assets/js/fancybox/'+g+' - 80 - 65.208.151.115 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 404 11 0 617
2017-04-08 12:33:23 118.67.248.120 GET /assets/js/fancybox/{href} - 80 - 65.208.151.112 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 404 0 2 587
2017-04-08 12:34:17 118.67.248.120 GET /services.html - 80 - 65.208.151.119 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 641
2017-04-08 12:35:08 118.67.248.120 GET /assets/images/ - 80 - 65.208.151.118 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 403 14 0 680
2017-04-08 12:36:05 118.67.248.120 GET /assets/css/bootstrap-theme.css - 80 - 65.208.151.112 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 701
2017-04-08 12:37:22 118.67.248.120 GET /assets/js/modernizr-latest.js - 80 - 65.208.151.112 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1549
2017-04-08 12:38:08 118.67.248.120 GET /assets/images/news4.jpg - 80 - 65.208.151.112 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1676
2017-04-08 12:39:12 118.67.248.120 GET /assets/images/news3.jpg - 80 - 65.208.151.119 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1601
2017-04-08 12:39:53 118.67.248.120 GET /assets/images/news2.jpg - 80 - 65.208.151.118 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1341
2017-04-08 12:40:24 118.67.248.120 GET /assets/css/font-awesome.min.css - 80 - 65.208.151.119 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 892
2017-04-08 12:41:07 118.67.248.120 GET /assets/js/bootstrap.min.js - 80 - 65.208.151.119 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1114
2017-04-08 12:41:51 118.67.248.120 GET /assets/css/camera.css - 80 - 65.208.151.114 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1227
2017-04-08 12:42:46 118.67.248.120 GET /assets/js/camera.min.js - 80 - 65.208.151.113 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 993
2017-04-08 12:43:54 118.67.248.120 GET /assets/css/bootstrap.min.css - 80 - 65.208.151.112 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1892
2017-04-08 12:44:39 118.67.248.120 GET /assets/js/custom.js - 80 - 65.208.151.116 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 446
2017-04-08 12:45:59 118.67.248.120 GET /assets/images/favicon.png - 80 - 65.208.151.117 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 792
2017-04-08 12:46:20 118.67.248.120 GET /assets/images/logo.png - 80 - 65.208.151.112 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 525
2017-04-08 12:46:35 118.67.248.120 GET /assets/js/jquery.mobile.customized.min.js - 80 - 65.208.151.114 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 747
2017-04-08 12:47:18 118.67.248.120 GET /assets/css/style.css - 80 - 65.208.151.113 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 812
2017-04-08 12:47:50 118.67.248.120 GET /assets/js/fancybox/jquery.fancybox.pack.js - 80 - 65.208.151.117 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1087
2017-04-08 12:48:28 118.67.248.120 GET /assets/js/jquery.min.js - 80 - 65.208.151.114 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1563
2017-04-08 12:49:29 118.67.248.120 GET /assets/js/jquery.easing.1.3.js - 80 - 65.208.151.117 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 810
2017-04-08 12:50:40 118.67.248.120 GET /images/img18.jpg - 80 - 65.208.151.119 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1389
2017-04-08 12:51:05 118.67.248.120 GET /images/img22.jpg - 80 - 65.208.151.119 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1069
2017-04-08 12:51:41 118.67.248.120 GET /images/img19.jpg - 80 - 65.208.151.112 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1488
2017-04-08 12:52:15 118.67.248.120 GET /images/img16.jpg - 80 - 65.208.151.117 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1282
2017-04-08 12:53:27 118.67.248.120 GET /images/img17.jpg - 80 - 65.208.151.118 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1368
2017-04-08 12:54:03 118.67.248.120 GET /images/img21.jpg - 80 - 65.208.151.114 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1444
2017-04-08 12:54:43 118.67.248.120 GET /images/img20.jpg - 80 - 65.208.151.112 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1421
2017-04-08 12:55:35 118.67.248.120 GET /assets/images/portfolio/img15.jpg - 80 - 65.208.151.114 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 404 0 2 517
2017-04-08 12:56:17 118.67.248.120 GET /assets/images/portfolio/img13.jpg - 80 - 65.208.151.115 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 404 0 2 499
2017-04-08 12:57:14 118.67.248.120 GET /assets/images/portfolio/img5.jpg - 80 - 65.208.151.112 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 2971
2017-04-08 12:57:34 118.67.248.120 GET /assets/images/portfolio/img7.jpg - 80 - 65.208.151.115 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1564
2017-04-08 12:58:35 118.67.248.120 GET /assets/css/bootstrap-theme.css - 80 - 65.208.151.114 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 506
2017-04-08 13:00:12 118.67.248.120 GET /assets/images/portfolio/img11.jpg - 80 - 65.208.151.115 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 3530
2017-04-08 13:00:45 118.67.248.120 GET /assets/images/portfolio/img14.jpg - 80 - 65.208.151.113 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 404 0 2 516
2017-04-08 13:01:47 118.67.248.120 GET /assets/images/portfolio/img4.jpg - 80 - 65.208.151.119 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1417
2017-04-08 13:02:23 118.67.248.120 GET /assets/images/portfolio/img12.jpg - 80 - 65.208.151.117 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 404 0 2 522
2017-04-08 13:03:53 118.67.248.120 GET /assets/images/portfolio/img1.jpg - 80 - 65.208.151.119 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1677
2017-04-08 13:05:08 118.67.248.120 GET /assets/images/portfolio/img9.jpg - 80 - 65.208.151.114 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1265
2017-04-08 13:06:14 118.67.248.120 GET /assets/images/portfolio/img10.jpg - 80 - 65.208.151.117 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 9529
2017-04-08 13:07:00 118.67.248.120 GET /assets/images/portfolio/img6.jpg - 80 - 65.208.151.119 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1295
2017-04-08 13:07:54 118.67.248.120 GET /assets/js/jquery.isotope.min.js - 80 - 65.208.151.114 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 766
2017-04-08 13:08:38 118.67.248.120 GET /assets/images/portfolio/img3.jpg - 80 - 65.208.151.118 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1441
2017-04-08 13:09:10 118.67.248.120 GET /assets/images/portfolio/img8.jpg - 80 - 65.208.151.115 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1579
2017-04-08 13:10:06 118.67.248.120 GET /assets/css/isotope.css - 80 - 65.208.151.118 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 587
2017-04-08 13:11:42 118.67.248.120 GET /assets/css/font-awesome.min.css - 80 - 65.208.151.114 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 754
2017-04-08 13:12:24 118.67.248.120 GET /assets/images/portfolio/img2.jpg - 80 - 65.208.151.118 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1738
2017-04-08 13:13:38 118.67.248.120 GET /assets/css/bootstrap.min.css - 80 - 65.208.151.112 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1642
2017-04-08 13:14:07 118.67.248.120 GET /assets/js/custom.js - 80 - 65.208.151.113 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 401
2017-04-08 13:14:21 118.67.248.120 GET /assets/images/favicon.png - 80 - 65.208.151.117 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 789
2017-04-08 13:15:07 118.67.248.120 GET /assets/images/logo.png - 80 - 65.208.151.114 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 1198
2017-04-08 13:16:30 118.67.248.120 GET /assets/css/style.css - 80 - 65.208.151.112 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 772
2017-04-08 13:17:07 118.67.248.120 GET /assets/js/fancybox/jquery.fancybox.css - 80 - 65.208.151.114 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1) 200 0 0 511
